Dependents,tenure,InternetService,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
No,71,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.65,6951.15,No
No,5,DSL,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),45.4,214.75,No
No,38,DSL,No,Yes,No,Yes,One year,No,Credit card (automatic),69.0,2669.45,No
Yes,5,DSL,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,No
No,2,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,44.15,92.65,Yes
No,8,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,Yes
No,68,DSL,No,No,Yes,Yes,Two year,Yes,Electronic check,80.65,5330.2,No
No,50,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.2,5038.45,No
No,33,DSL,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,1462.6,No
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes
Yes,13,DSL,No,No,Yes,Yes,One year,Yes,Electronic check,64.75,877.35,No
No,23,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.7,2249.1,No
No,56,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.6,4902.8,No
No,63,DSL,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),79.8,5034.05,No
No,36,DSL,No,Yes,No,No,One year,No,Credit card (automatic),54.1,1992.85,No
No,3,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,24.75,66.95,Yes
No,22,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.0,1706.45,No
No,68,Fiber optic,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.95,5974.3,No
No,49,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,4515.85,Yes
No,4,DSL,No,No,No,No,Month-to-month,No,Mailed check,48.75,179.85,No
No,2,Fiber optic,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),79.7,165.0,Yes
No,9,DSL,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.5,530.05,No
No,21,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.5,1808.7,Yes
No,19,DSL,No,Yes,No,No,Month-to-month,No,Electronic check,59.55,1144.6,No
Yes,69,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,7446.9,Yes
Yes,7,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,149.05,No
Yes,32,DSL,No,No,No,No,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,No
No,24,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.55,2187.15,No
Yes,6,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.55,477.55,Yes
No,16,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.65,1461.15,No
No,17,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,1496.9,Yes
No,17,DSL,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.4,1322.55,No
Yes,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes
No,34,Fiber optic,No,No,No,Yes,Month-to-month,No,Mailed check,88.85,3000.25,No
No,30,Fiber optic,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.0,3021.3,No
No,33,DSL,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.4,2245.4,No
Yes,1,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,24.75,24.75,Yes
Yes,16,Fiber optic,No,Yes,No,No,One year,Yes,Credit card (automatic),79.5,1264.2,No
No,49,Fiber optic,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),100.65,4917.75,No
Yes,19,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.3,2012.7,Yes
No,18,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,1221.65,No
No,4,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,75.65,302.35,No
No,17,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.5,1336.9,No
No,60,Fiber optic,No,No,Yes,Yes,Two year,No,Credit card (automatic),101.15,6067.4,No
No,43,DSL,No,No,No,Yes,Two year,Yes,Electronic check,60.0,2548.55,No
No,3,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,78.5,242.05,Yes
No,1,DSL,No,No,No,No,Month-to-month,No,Mailed check,44.75,44.75,No
No,3,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,79.9,260.9,Yes
No,30,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,2967.35,Yes
No,60,Fiber optic,No,No,Yes,Yes,Two year,No,Electronic check,104.7,6333.8,No
No,45,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.9,4200.25,No
No,10,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1037.75,Yes
Yes,38,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.65,3624.3,Yes
No,1,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.25,100.25,Yes
No,18,Fiber optic,No,Yes,No,No,Month-to-month,No,Electronic check,78.2,1468.75,No
No,16,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.45,1422.1,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,Yes
No,31,DSL,No,No,Yes,Yes,One year,Yes,Electronic check,50.05,1523.4,No
No,4,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,79.9,324.3,Yes
No,48,DSL,No,Yes,No,Yes,One year,Yes,Mailed check,69.55,3435.6,No
No,7,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.65,322.5,No
No,26,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,2510.7,No
No,57,DSL,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),53.35,3090.05,No
No,3,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.2,140.4,No
No,7,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,541.15,Yes
No,1,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,70.35,No
No,61,Fiber optic,No,No,No,Yes,Month-to-month,No,Mailed check,89.2,5500.6,No
Yes,64,DSL,No,No,No,No,One year,Yes,Bank transfer (automatic),53.85,3399.85,No
No,3,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,84.3,235.05,No
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,Yes
No,60,Fiber optic,No,No,Yes,Yes,One year,Yes,Electronic check,97.95,5867.0,No
Yes,61,Fiber optic,No,Yes,Yes,Yes,One year,No,Credit card (automatic),103.9,6449.15,No
No,55,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,5283.95,Yes
No,72,DSL,No,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5396.25,No
No,38,DSL,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.15,2656.3,No
Yes,17,DSL,No,Yes,Yes,Yes,One year,No,Electronic check,80.85,1445.95,No
No,28,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.6,2244.95,No
No,15,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.2,1130.0,No
No,11,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,1131.2,Yes
No,57,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.4,6252.7,No
No,39,Fiber optic,Yes,Yes,No,No,Two year,Yes,Electronic check,80.45,3201.55,Yes
No,44,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.15,3973.2,No
Yes,9,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,Yes
No,15,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.75,1111.85,Yes
No,71,Fiber optic,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.15,7555.0,No
No,1,DSL,No,Yes,No,No,Month-to-month,No,Credit card (automatic),49.0,49.0,No
Yes,30,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3046.15,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.35,69.35,Yes
No,17,DSL,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,49.8,836.35,No
No,3,Fiber optic,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,85.8,272.2,Yes
No,1,DSL,Yes,No,No,No,Month-to-month,No,Mailed check,50.55,50.55,Yes
No,32,Fiber optic,No,No,No,No,Month-to-month,No,Mailed check,79.3,2570.0,No
No,1,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,Yes
No,1,DSL,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.15,44.15,No
Yes,12,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,916.9,Yes
Yes,17,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.7,1556.85,No
Yes,56,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.95,5432.2,No
No,2,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,67.75,116.65,Yes
No,53,DSL,No,Yes,Yes,Yes,One year,No,Credit card (automatic),54.9,3045.75,No
Yes,9,Fiber optic,No,No,Yes,No,One year,Yes,Electronic check,90.35,767.9,No
Yes,8,DSL,No,No,No,No,Month-to-month,No,Electronic check,55.75,446.8,No
No,10,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.05,830.7,Yes
No,68,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.3,6754.35,No
No,34,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.35,3540.65,No
No,26,Fiber optic,No,Yes,No,No,One year,Yes,Electronic check,85.2,2184.6,No
No,20,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.8,1540.35,No
No,60,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,6411.25,No
No,72,Fiber optic,No,No,Yes,Yes,One year,Yes,Credit card (automatic),105.75,7629.85,No
No,10,DSL,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.95,629.55,No
No,31,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,2640.55,No
No,1,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,85.05,Yes
No,26,Fiber optic,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.9,2196.45,No
No,33,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.0,3008.15,No
Yes,21,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.8,2110.15,Yes
Yes,68,DSL,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.3,5560.0,No
No,18,Fiber optic,No,No,Yes,No,One year,Yes,Credit card (automatic),89.6,1633.0,No
Yes,52,DSL,No,No,No,No,One year,Yes,Bank transfer (automatic),50.95,2610.65,No
No,45,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.65,4747.85,No
No,65,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.1,6496.15,No
No,63,DSL,No,Yes,No,Yes,Two year,No,Mailed check,67.25,4234.15,No
Yes,1,DSL,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,59.55,59.55,No
No,55,DSL,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.8,4323.35,No
Yes,25,DSL,No,Yes,No,No,One year,Yes,Mailed check,55.1,1466.1,No
Yes,65,DSL,No,Yes,Yes,No,Two year,No,Mailed check,45.25,2933.95,No
No,54,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.5,4370.25,Yes
No,21,DSL,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),54.6,1125.2,No
No,4,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,422.4,No
No,52,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.8,4331.4,No
No,69,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.35,6382.0,No
No,8,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,740.3,Yes
No,8,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.05,600.15,No
No,63,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,5538.8,No
No,5,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.5,452.7,Yes
No,2,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,Yes
No,26,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.6,2404.1,No
Yes,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.0,70.0,Yes
No,1,DSL,No,No,No,No,Month-to-month,No,Mailed check,24.4,24.4,No
No,3,DSL,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,65.25,209.9,No
No,13,DSL,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.55,610.75,No
No,1,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,70.7,70.7,No
Yes,4,DSL,No,No,No,No,Month-to-month,No,Mailed check,45.25,155.35,No
No,2,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,144.0,No
Yes,30,DSL,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),51.2,1561.5,Yes
Yes,22,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.8,1615.1,No
No,42,DSL,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.1,1097.15,No
No,8,DSL,No,No,No,No,Month-to-month,No,Mailed check,44.45,369.3,No
No,4,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,321.75,Yes
No,2,Fiber optic,Yes,No,No,No,Month-to-month,No,Credit card (automatic),74.9,147.15,Yes
No,25,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,2387.75,Yes
Yes,13,DSL,No,No,No,No,Month-to-month,No,Mailed check,44.0,659.35,No
No,43,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,100.0,4211.55,Yes
No,10,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,990.9,Yes
Yes,2,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.2,193.8,Yes
No,27,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.3,2467.75,Yes
No,24,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,2322.85,No
No,69,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.05,7262.0,Yes
No,22,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.7,1914.9,Yes
No,31,DSL,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),66.4,2019.8,No
No,56,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.65,5688.05,Yes
No,59,Fiber optic,No,No,Yes,Yes,Two year,No,Electronic check,95.8,5655.45,No
No,72,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,6747.35,No
No,66,DSL,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.55,5265.1,Yes
No,2,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,105.6,No
No,21,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.35,2271.85,No
No,54,DSL,No,No,Yes,Yes,One year,Yes,Electronic check,55.45,2966.95,No
No,1,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,44.45,44.45,Yes
Yes,6,DSL,No,Yes,No,No,Two year,No,Mailed check,40.55,217.5,No
Yes,58,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.05,6004.85,No
No,36,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,3067.2,Yes
No,64,Fiber optic,No,Yes,Yes,Yes,One year,No,Electronic check,102.1,6688.1,No
No,60,DSL,No,Yes,Yes,No,One year,Yes,Credit card (automatic),70.15,4224.7,No
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.35,74.35,Yes
No,1,DSL,Yes,Yes,No,No,Month-to-month,No,Mailed check,62.05,62.05,Yes
Yes,69,DSL,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),54.95,3772.5,No
No,31,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.6,2877.95,No
No,44,DSL,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),85.25,3704.15,No
No,5,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,104.1,541.9,Yes
No,15,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,1285.05,No
No,56,DSL,No,No,No,No,Two year,No,Credit card (automatic),59.5,3389.25,No
No,34,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.45,3414.65,No
No,2,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.5,162.45,Yes
No,5,DSL,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,49.2,216.9,Yes
Yes,4,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Electronic check,80.85,302.75,Yes
No,33,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.25,2964.05,No
No,1,DSL,Yes,Yes,No,No,Month-to-month,No,Mailed check,60.1,60.1,Yes
No,1,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,78.95,78.95,Yes
No,34,Fiber optic,No,No,No,No,Month-to-month,No,Credit card (automatic),69.15,2275.1,No
Yes,58,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.55,5511.65,No
No,2,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,45.15,98.5,Yes
No,37,DSL,No,No,Yes,No,Two year,No,Credit card (automatic),35.8,1316.9,No
Yes,69,DSL,No,Yes,No,No,One year,No,Bank transfer (automatic),59.1,4134.7,No
No,44,DSL,Yes,No,Yes,Yes,One year,Yes,Mailed check,53.95,2375.4,Yes
No,53,Fiber optic,No,Yes,No,Yes,One year,Yes,Electronic check,91.15,4862.5,No
No,24,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,2431.35,Yes
No,5,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,68.95,351.5,No
Yes,2,DSL,No,No,No,No,Month-to-month,No,Mailed check,51.55,106.2,No
No,19,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,1743.05,No
No,9,Fiber optic,No,No,No,No,Month-to-month,No,Mailed check,70.05,657.5,No
No,5,Fiber optic,No,No,No,Yes,Month-to-month,No,Mailed check,78.75,426.35,No
No,18,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.65,1451.9,Yes
No,72,Fiber optic,No,No,Yes,Yes,Two year,Yes,Electronic check,103.65,7634.8,No
No,59,DSL,No,No,No,No,Two year,No,Credit card (automatic),54.15,3116.15,No
No,1,Fiber optic,Yes,No,No,No,Month-to-month,No,Mailed check,71.1,71.1,Yes
No,31,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.85,2633.4,No
No,65,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.25,6979.8,Yes
No,36,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,2659.45,No
No,1,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,94.0,Yes
No,28,DSL,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1517.5,No
No,15,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Electronic check,89.85,1424.95,Yes
No,4,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,46.0,193.6,Yes
No,9,DSL,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,66.25,620.55,Yes
Yes,46,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4391.25,No
No,38,Fiber optic,Yes,No,No,No,One year,Yes,Bank transfer (automatic),70.45,2597.6,Yes
No,56,DSL,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.05,2959.8,No
No,72,Fiber optic,No,No,Yes,Yes,One year,Yes,Credit card (automatic),97.25,7133.1,No
No,22,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,83.05,1799.3,No
No,8,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,829.55,Yes
Yes,16,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,1312.15,Yes
No,39,DSL,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),41.1,1597.05,No
No,12,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.0,524.35,No
Yes,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,Yes
No,67,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.7,7344.45,No
No,7,Fiber optic,Yes,No,No,No,Month-to-month,No,Mailed check,73.75,545.15,Yes
No,7,Fiber optic,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.15,488.65,No
No,5,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.9,486.85,Yes
No,41,DSL,No,No,Yes,Yes,One year,Yes,Electronic check,51.35,2075.1,No
No,3,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.4,204.7,Yes
No,53,Fiber optic,No,Yes,No,Yes,One year,Yes,Credit card (automatic),94.45,5042.75,No
Yes,18,DSL,No,No,Yes,No,One year,No,Credit card (automatic),46.4,812.4,No
No,20,DSL,No,No,No,No,Month-to-month,No,Credit card (automatic),24.9,505.95,No
No,48,DSL,No,No,No,Yes,One year,Yes,Bank transfer (automatic),58.95,2789.7,No
No,71,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.15,7953.25,No
No,16,DSL,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.05,1067.05,No
No,34,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,3527.3,No
No,37,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,3762.0,Yes
No,16,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,80.55,1248.9,No
Yes,58,DSL,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),75.2,4300.8,No
No,31,DSL,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.05,1882.8,No
No,46,DSL,No,Yes,No,Yes,One year,Yes,Credit card (automatic),69.1,3255.35,No
No,28,Fiber optic,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),76.55,2065.4,No
No,8,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.4,221.9,Yes
Yes,41,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.9,3848.0,No
No,72,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.65,8022.85,No
Yes,53,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.55,4779.45,No
No,4,DSL,No,No,Yes,No,Month-to-month,No,Electronic check,65.6,250.1,No
No,20,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,1745.2,No
No,2,DSL,Yes,No,No,No,Month-to-month,No,Mailed check,44.65,74.9,Yes
No,57,DSL,No,No,Yes,No,One year,Yes,Credit card (automatic),71.1,4140.1,No
No,24,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,49.7,1167.8,No
No,3,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,25.25,58.9,Yes
No,37,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,3171.15,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,Yes
No,5,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.8,455.5,Yes
No,28,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,3152.5,Yes
Yes,22,DSL,No,No,Yes,No,Month-to-month,No,Electronic check,39.2,849.9,No
No,2,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,79.55,151.75,No
No,1,DSL,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,35.75,35.75,Yes
Yes,4,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,46.0,181.6,Yes
No,1,DSL,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,44.55,No
No,15,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,1539.8,No
No,16,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.45,1261.35,No
Yes,4,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.9,225.6,Yes
No,4,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,340.85,Yes
No,26,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,2515.3,Yes
No,5,DSL,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,51.0,305.95,Yes
No,4,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,365.4,Yes
No,29,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.3,2357.75,No
Yes,1,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.85,90.85,Yes
No,8,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.45,742.95,Yes
No,50,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4816.7,Yes
No,18,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35,768.05,No
No,47,DSL,No,No,Yes,Yes,Two year,No,Electronic check,73.6,3522.65,No
No,26,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,1834.95,Yes
No,6,DSL,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.95,305.1,Yes
Yes,19,DSL,No,No,No,No,Month-to-month,No,Credit card (automatic),50.1,910.45,No
No,3,DSL,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.6,155.65,Yes
